Nom de l'objet,Programme,Adresse 1,Adresse 2,Adresse 3,Numéro postal,Localité,Canton - Département,Pays,Date de début de l'objet,Date de fin de l'objet,Concours ouvert à,Notes de l'objet,Auteurs,Rôle de l'auteur,Dossiers reliés,Pièces reliées
"Concours pour le bâtiment postal de Sion 1, jugement",,,,,,Sion,,Suisse,4.199,,,Description des projets AWS 1990 n°4/5 (pas d'indication de dates de délibération). Vingt-deux projets remis.  1er prix 60'000.-  2e prix 50'000.-  3e prix 30'000.-  4e prix 28'000.-  5e prix 15'000.-  6e prix 12'000.-  7e prix 5'000.-,"Troger, Daniel;Breggy, German, coll.;Musso, Florian, coll.;Schmid, P.-F;Lorenz, Claudine;Delaloye, Marie-Luce, coll.;Kyburz, Jean +;Dembovska, Michaela +;Thaler, Toni, coll.;Gmür, Daniel, coll.;Ferrier, Marcel;Hergert, Roland;Ammann, H. P &;Baumann, P &;Höing, Georges, coll.;Portmann, Bruno, coll.;Imhof, Edi, coll.;Van Riel, Chantal, coll.;Wirtner, Jacques, coll.;Marion, Anne;Müller, Antoine, coll.;Chantapagnia, Dad;Reymondin &;Nicod, Isabelle, coll.;Kittel &;Wyss, Melchior, coll.;Füeg, Franz;Lorenz, Paul",2e prix;4e prix;4e prix;4e prix;4e prix;4e prix;6e prix;6e prix;5e prix;5e prix;5e prix;6e prix;6e prix;6e prix;6e prix;6e prix;6e prix;Achat;7e prix;7e prix;7e prix;7e prix;2e prix;7e prix;7e prix;1er  prix;1er  prix;5e prix,,
"concours pour le centre de formation Télécom PTT, Martigny",Enseignement et recherche,les Vorziers,,,1920,Martigny,,Valais,4.1992,19.10.1992,,,"Morisod, Paul",Architecte,0076.03.0038,
Concours d'émulation - 2e classe - esquisse: L'escalier principal d'une bibliothèque publique,,,,,,Paris,,France,4.4.1885,,,"Escalier précédé d'un vestibule et d'un portique correspondant à l'entrée principale de l'édifice. Passages ou dégagements sous les paliers pour la communication entre le vestibule et les dégagements,;Sol de l'étage 7m au-dessus de celui du vestibule.;maximum de largeur de l'escalier 12 m, autres dimensions indéterminées. ;Plan échelle 0m.005 pour mètre, coupe au double.;""Toute esquisse faite au crayon seulement sera mise hors de concours"".","Guillaume, Edmond-Jean-Baptiste",,,0138.04.0001/74 ; 0138.04.0001/155
"Concours pour le parlement fédéral et des bâtiments administratifs à Berne, jugement",,,,,,Bern,,Suisse,5.1885,,,"""Concurrenz für ein eidgenössisches Parlaments- und Verwaltungsgebäude in Bern"". Rapport du jury daté du 19 mai dans SBZ 1885 vol.V p.149. Commentaire signé Albert Müller SBZ 1885 vol.V p.142,158,165 et vol.VI p.5,9,22,28,35, 53. La SBZ reproduit également en p.17 vol.VI le commentaire de K.E.O. Fritsch rédacteur en chef de la Deutsche Bauzeitung. Chercher autres références dans INSA, Bern. Trente-six projets remis. 1er prix 3'500.-  2e prix 2'500.-  3e prix 2'000.-  Deux 4e prix ex aequo 1'500.- Un achat.  Le concours sera suivi d'un second degré en 1891 où sont confrontés les projets de Friedrich Bluntschli et d'Hans Auer. Hans Auer sera l'auteur de la réalisation, voir sous ""Concours (2e degré) pour le parlement fédéral à Berne""","Bluntschli, Friedrich;Camoletti, Marc &;Camoletti, John &;Walser, Friedrich +;Friedrich, Leonhard (II) +;Auer, Hans;Stadler, Julius, coll.;Bezencenet, Felix &;Baumgart, Ernst &;Hirsbrunner, Gottlieb &;Girardet, Alexandre &",Juré;2e prix ex aequo;2e prix ex aequo;3e prix;3e prix;Juré;1er  prix;4e prix ex aequo;2e prix;2e prix;1er  prix,,
"Concours pour le nouvel hopital du Locle, jugement",,,,,,Le Locle,,Suisse,5.1891,13.05.1891,,"Rapport du jury SBZ vol. XVII p.147. Dix-sept projets remis.  Le jury classe les projets et attribue des primes (et non pas des prix à proprement parler); il propose des modifications du projet classé au 1er rang en vue de sa réalisation. Pour simplifier, nous reprenons ci-dessus une classification par prix. 1er prix 1'200.-  2e prix 1'000.-  3e prix 800.-  4e prix 400.- ","Schneider, Friedrich +;Lindt, Paul +;Kropff +;Hiller, K.-A +;Gesswein +;Ott, Séverin;Marschall, Joseph",3e prix;3e prix;2e prix;2e prix;2e prix;4e prix;1er  prix,,
"Concours pour un bâtiment d'administration (Policlinique universitaire), à Lausanne, jugement",,"César-Roux, rue","Solitude, rue de la",,,Lausanne,,Vaud,5.1898,28.05.1898,,"Extrait du rapport du jury BSVIA 1898 p.120 et SBZ vol. XXXII p.37. Seize projets remis, quatorze examinés.  Deux 1er prix ex aequo 800.- (Mauerhofer & Van Dorsser; Bezencenet/Girardet)  2e prix 600.-  3e prix 500.-  4e prix 300.- Gros, auteur à la fois des 3e et 4e prix, sera chargé de l'exécution du projet Mauerhoffer/ Van Dorsser; récrimination BSVIA 1898 p.117","Moachon, Ernest;Gros, John;Van Dorsser, Adrien &;Bezencenet, Louis &;Girardet, Alexandre &;Mauerhofer, Charles &",2e prix;2e prix;1er  prix;1er  prix;1er  prix;1er  prix,,
"Concours pour l'église d'Arosa, jugement",,,,,,Arosa,,Suisse,5.1906,,,64 projets présentés. 1e prix 500.-  2e prix 300.-  3e prix 200.- Un achat recommandé et 14 mentions (auteurs non signalés),"Lüthy, Hermann;Vaterlaus, Paul +;Risch, Martin +;Meier, Jakob-Emil +;Gysler, Albert;Widmer +;Flügel, Heinrich Friedrich +",2e prix;3e prix;3e prix;3e prix;Admis 2e degré;Achat recommandé;Achat recommandé,,
"Concours pour une Infirmerie, à Aigle, jugement",,,,,,Aigle,,Vaud,5.193,,,Pas de rapport du jury dans le BTSR. Vingt-deux projets remis. Pas de premier prix. ;1er rang 2'700.-  2e rang 1'500.-  3e rang 800.-,"Schorp, Alphonse;Virieux, Edmond;Boy de la Tour, Edouard;Bonnard, René",3e prix;3e rang;2e prix;2e prix,,
"Concours pour une grande salle et salle de concerts, à Lausanne, jugement",,"Montbenon, promenade de",,,,Lausanne,,Vaud,5.1945,,,Jugement du jury (premier degré) BTSR 1945 p.195. Trente-sept projets remis. Seuls les huit projets primés sont admis au concours au second degré. Quinze autres projets reçoivent une allocation.  1er prix 3'000.-  2e prix 2'800.-  3e prix 2'500.-  4e prix 2'200.-  5e prix 1'900.-  6e prix 1'800.-  7e prix 1'700.-  8e prix 1'600.-  Allocations:  1er rang 1'550.-  2e rang 1'500.-  3e rang 1'450.-  4e rang 1'250.-  5e  au 7e rang 1'250.-  8e au 15 e rang 1'000.-  L'auteur du projet classé au 13e rang des projets recevant une allocation reste inconnu  ,"Butticaz, Jean-Louis;Piccard, Marc;Perret, Edouard, coll.;Thévenaz, Charles;Girardet, Daniel, coll.;Mayor, Marcel &;Chevalley, Charles &;Thomsen, Pierre;Baehler, Robert &;Gorjat, Gaston &;Dompierre, Jean de;Baumann, Walter;Vouga, Jean-Pierre;Bournoud, Paul +;Ferrari, Italo +;Baud, Marcel +;Pahud, Arnold +;Bovey, Maurice;Berguer, André +;Diserens, Albert +;Ramelet, Rémy &;Ramelet, James &;Maillard, Marcel;Ruche, Louis-J;Braillard, Roger;Siegfried, Gottfried;Mamin, Eugène;Goumoëns, Henri de;Moser, Alfred;Zappelli, Oswald;Von der Mühll, Henri-Robert +;Schmid, René +;Murisier, Bernard +;Brugger, Charles;Grivel, Maurice","6e prix;Juré;2e prix;Juré, président;3e prix;2e prix;2e prix;8e prix;5e prix;5e prix;6e prix;6e prix;Juré;1er  prix;1er  prix;1er  prix;1er  prix;Indemn. 2e rang;Indemn. 3e rang;Indemn. 3e rang;Indemn. 4e rang;Indemn. 4e rang;Juré;Indemn. 7e rang;Indemn. 8e rang;Indemn. 9e rang;Indemn. 10e rang;Indemn. 11e rang;Indemn. 12e rang;Indemn. 15e rang;Indemn. 15e rang;Indemn. 1er rang;Indemn. 1er rang;Juré, rapporteur;Indemn. 5e rang",,
"Concours pour l'aménagement des rives du lac, à Nyon",Urbanisme,"Genève, rte de","Louis-Bonnard, quai","Alpes, quai des",,Nyon,,Vaud,5.1972,11.1972,,"Dossier de présentation du concours, sans projet développé par le bureau Gaillard: commentaire sur le cadre géologique du bord du lac, les parcelles appartenant à la commune.","Gaillard, André;Commune de Nyon",Architecte;Architecte,0143.04.0372,
"Concours de projets pour le groupe scolaire des communes de Penthalaz et Penthaz, jugement",,"Verney, En",,,,Penthalaz,,Suisse,5.1974,,,Extraits du rapport du jury BTSR 1975 p.9. Six projets remis. Un projet est éliminé lors de l'ouverture des enveloppes comme non conforme aux conditiond du concours. 1er prix 5'000.-  2e prix 2'500.-  3e prix 2'000.-  4e prix 1'500.-  5e prix 1'000.-,"Vouga, Bernard;Schmidt, Bruno;Du Pasquier, Jacques &;Dormond, René &;Choffet, J +;Eyer, C +;Lyon, René",4e prix;Juré;1er  prix;1er  prix;5e prix;5e prix;1er  prix,,
"Concours de projets pour les bâtiments d'exploitation d'une compagnie de gardes-fortifications à Lavey, jugement",,,,,,Lavey,,Suisse,5.1977,,,Reproduction AWS des projets 1977 n°2. Pas d'indication des dates de délibération. Seize projets remis.  1er prix 15'000.-  2e prix 11'000.-  3e prix 6'000.-  4e prix 5'000.-  5e prix 4'000.-  6e prix 3'000.-,"Berrut, Albert &;Andrey, Michel, coll.;Hirschi, Georges;Serex, Jean &;Charotton, G +;Rossier, D +;Lack, Roger;Lombardi, Jean-Jacques;Wolf, Jean;Demierre, Pierre;Umiglia, Jacques;Zbinden, Jacques, coll.;Boudkov, Igor",2e prix;2e prix;2e prix;2e prix;3e prix;3e prix;3e prix;4e prix;4e prix;6e prix;1er  prix;1er  prix;Juré,,
"Concours de projets pour un bâtiment administratif à Saint-Maurice, jugement",,,,,,Saint-Maurice,,Suisse,5.1977,,,Reproduction AWS des projets 1977 n°2. Pas d'indication des dates de délibération. Vingt-sept projets remis.  1er prix 13'000.-  2e prix 11'000.-  3e prix 7'000.-  4e prix 6'000.-  5e prix 4'000.-  6e prix 3'000.-   Quatre achats 1'500.- (Oggier; Giuliani/Auras/Techn.prog; Suter/Suter/van Boxem; Ruff),"Technical programs;Suter, Jean +;van Boxem, R +;Auras, Olivier;Giuliani, Jean-Pierre;Suter, S +;Oggier, Albert;Ruff, Donat;Membrez, Gaston &;Wenger, Peter &;Wenger, Heidi &;Morisod, Paul &;Furrer, Edouard &;Meier, Linus +;Dénériaz SA;Meier, Hans +;Vionnet, R, coll.;Berrut, Albert;Garrone, I, coll.;Fuchs, Rolf, coll.;Schmid, Pierre;Gauye, J.-P, coll.;Bonvin, Pierre-Marie &",Achat;3e prix;Achat;Achat;2e achat;Achat;1er  prix;Achat;4e prix;3e prix;3e prix;3e prix;Architecte;5e prix;5e prix;5e prix;6e prix;2e prix;6e prix;1er  prix;5e prix;1er  prix;4e prix,,
"Concours pour le centre d'instruction de la Protection civile, à Lausanne, jugement",,Montheron,,,,Lausanne,,Vaud,5.1977,,,Reproduction des projets primés  AWS 1977 n°5 (pas d'indication de dates de délibération). Quarante-deux projets remis.  1er prix 8'000.-  2e prix 7'500.-  3e prix 6'000.-  4e prix 5'000.-   5e prix 4'500.-  6e prix 3'500.-  7e prix 3'000.-  8e prix 2'500.-  Un achat 2'400.-  Un achat 2'350.-  Un achat 2'250.-,"Luscher, Rodolphe;Vallotton, Paul & +;Kolecek, Ivan +;Perret-Gentil, André &;Musy, Eric & +;Rey &;Vuilleumier, Hubert &;Glauser, Georges &;Weibel &;Fabrizio, G &;Schaer &;Cornu, Philippe &;Knezevic, P +;Philippin, P. A +;Lévy, R;Schlup, Fritz &;Schaffner, Hans &;Cottier, R;Matthey, Bernard;Weber & 3;Corbat &;Tâche, G, coll.;Maillard, Marcel &;Maillard, Jacques &;Jaton &;Girard, Tell;Zentner, Hansjörg;Yokoyama, Masayumi;Giorgis, Patrick +;Carroz, Jean-Pierre;Merz, Jean-Pierre;Soutter &;Meuwly &;Brugger, Frédéric;Hauenstein, Eric;Chiché, Patrick &;Good, E, coll.;Cattaneo, D;Demetriades, Georges &;Gay, Jean-Bernard;Neyroud, François","5e prix;2e prix;2e prix;3e prix;2e prix;3e prix;3e prix;3e prix;7e prix;7e prix;7e prix;7e prix;8e prix;8e prix;8e prix;Achat;Achat;2e prix;3e prix;5e prix;5e prix;5e prix;2e prix;2e prix;5e prix;Retenu avant-projet;3e prix;Retenu avant-projet;2e prix;Expert;Juré;Achat 2'400.-;Achat 2'400.-;Juré, suppléant;Juré, suppléant;Achat;Sans prix ni achat;Sans prix ni achat;3e prix;Sans prix ni achat;Achat 2'250.-",,
concours pour la police de Monthey: projet 082208,"Administration + logement : locaux administratifs, locaux annexes, logements",,,,1870,Monthey,,Suisse,5.198,06.10.1980,Arch canton,Morisod et Furrer obtiennent le 2ème prix.,"Morisod, Paul;Dpt travaux publics et dpt justice et police VS;Furrer, Edouard &",Architecte;Organisateur concours;Architecte,0076.04.0128,
"Concours Mission permanente et consulat de l'Arabie Saoudite, à Pregny-Chambésy",Administration,"Lausanne, rte de",,,,Pregny-Chambésy,,Genève,5.1982,01.07.1982,,"Projet reprenant certains aspects du Consulat et Mission permanente du Koweit à Genève: trame orthogonale, cour de plan carré avec bassin et galerie couverte, piliers formant des arches étroites tout autour de cette cour. Les bâtiments prévus forment un ensemble plus grand. Quatre bâtiments principaux: Consulat, Mission permanente, salle de banquet, et maison pour les hôtes.","Gaillard, André;Royaume d'Arabie Saoudite",Architecte;Maître d'ouvrage,0143.04.0381,
concours pour l'aggrandissement du hôme de Saint Imier,Santé et convalescence,,,,2610,Saint-Imier,,Suisse,5.1982,10.12.1982,Invitation,,"Morisod, Paul",Architecte,0076.03.0042,
"Concours pour un Centre communal et scolaire à Arzier-Le Muids, jugement",,,,,,Arzier,,Vaud,5.1983,,,Description des projets AWS 1983 n°5 (pas d'indication de date de délibération du jury).  Huit projets remis.  1er prix 9'000.-  2e prix 5'000.-  3e prix 4'000.-,"Liebermann, Claudia;Schmidt, Pascal, coll.;Cornaz, Albert;Champion, Daniel;Schorpp, Jean-Pierre;Mangeat, Vincent;Boujol, Bernard;Bruno, Valentino;Luscher, Rodolphe",1er  prix;5e prix;3e prix;3e prix;3e prix;;Achat;Achat;5e prix,,
"Concours pour une école secondaire à Porrentruy, jugement",,,,,,Porrentruy,,Suisse,5.1987,,,Description des projets AWS 1988 n°6 (pas d'indication de dates de délibération).  Seize projets remis.  1er prix 15'000.-  2e prix 11'000.-  3e prix 10'000.-  4e prix 8'000.-  5e prix 6'000.-  6e prix 5'000.-  Dix achats de 1'000.- sont remis aux concurrents n'ayant pas obtenu de prix,"Chavanne, Etienne;Leuenberger, Daniel;Theubet, J, coll.;Gerster, Giuseppe;Blaser, R, coll.;Chevillat, Jean-Claude;Heusler, Jean-Marc;Chevillat, Christiane;Studer, C, coll.;Schaffter, V, coll.;Volpato, R, coll.;Ramseyer, E, coll.;Boillat, J.-M, coll.;Bart, O, coll.;Stékoffer, N, coll.;Rossé, P.-A, coll.;Sironi, Roméo;Sanglard, V, coll.;Langel, Ph;Eschmann, Marcel;Tschumi, Alain-G;Rossel, Sandrine, coll.;Mueller, Jean, coll.;Ackermann, Jean-Claude, coll.",5e rang;5e rang;4e prix;4e prix;4e prix;3e prix;4e prix;3e prix;5e prix;5e prix;5e prix;5e prix;5e prix;5e prix;5e prix;5e prix;5e prix;5e prix;6e prix;6e prix;Juré;1er  prix;Achat;4e prix,,
"Concours FIPOI - bâtiment du GATT, à Genève",Administration,"Lausanne, rue de",,,,Genève,,Genève,5.1988,5.1988,,"Projet de deux centres conférences au nord et au sud respectivement de l'ancien bâtiment du BIT. La variante sud est de plan semi-circulaire, la variante nord de plan octogonal.","Gaillard, André;Lygdopoulos, E.;Riedweg & Gendre",Architecte;Ingénieur civil;Ingénieurs ventilation,0143.04.0396,
"Concours pour la gare de Morges, jugement",,,,,,Morges,,Suisse,5.199,,,Description des projets AWS 1990 n°6 (pas d'indication de dates de délibération). Trente-cinq projets remis.  1er prix 27'000.-  2e prix 20'000.-  3e prix 18'000.-  4e prix 14'000.-  5e prix 12'000.-  6e prix 10'000.-  7e prix 8'000.-  8e prix 6'000.-  9e prix 5'000.-  1er achat 16'000.-  2e achat 14'000.-,"Hofstetter, Martin;Bissegger, Ralph;Bevilacqua, Mario;Schmutz, Pierre-H;Hon, Philipppe, coll.;Quaglia, Edy &;Bernegger, Emilio &;Friedrich, Christine;Genet, Patrick, coll.;Szyszko, Przemyslaw, coll.;Ponzo, Guido;Wagner, Martin &;Fischer, Isabelle;Blum, Félix, coll.;Benoît, Pascal de &;Henchoz, Catherine &;Henchoz, Olivier &;Evéquoz, Grégoire;Tardin, Blaise &;Pittet, Jacqueline &;Francesco, Werner &;Francesco, Igor &;Liechti &;Serex &;Perozzo, Emile, coll.;Ruetschi, Marc;Mozer, Alexis, coll.;Ventura, Emmanuel, coll.;Merlini, Luca;Gonzalez, Béatrice, coll.;Brugger, Banz;Rochat, André +;Pfister, Michel & +;Delessert, Jean-René & +;Jaccottet, Valérie;Lehmann, Franziska, coll.;Rey, Françoise, coll.",2e prix;2e prix;3e prix;Juré;6e prix;1er  prix;1er  prix;3e prix;3e prix;8e prix;8e prix;9e prix;9e prix;9e prix;9e prix;4e rang;4e rang;6e prix;6e prix;6e prix;7e prix;7e prix;7e prix;7e prix;3e prix;4e prix;3e prix;2e achat;Achat;1er achat;1er achat;1er  prix;1er  prix;1er  prix;1er  prix;1er achat;1er achat,,
Concours d'éléments analytiques - 2e classe - Rendu: La façade d'un cirque pour des exercices équestres,,,,,,Paris,,France,5.5.1882,,,"Cirque situé sur une promenade publique, composé d'un espace pour les exercices (15 m de diamètre intérieur), gradins en amphithéâtre disposés autour de ""manière à former trois catégories de places distinctes."";Diamètre extérieur pas plus de 50 m. ;On fera, pour les esquisses, le plan du cirque,  avec arrachement des écuries et autres dépendances, sur une échelle de 0m,0025 pour mètre, élévation idem.;Pour les dessins rendus, échelle 0m,01; élévation au double. ;""On fera en plus la porte d'entrée à l'échelle de 0m,05 pour mètre et la corniche de couronnement au cinquième de l'exécution.;Tous les dessins doivent être entièrement terminés, c'est-à-dire au trait à l'encre et lavés.""","Lesueur, Jean-Baptiste-Cicéron",,,0138.04.0001/197 ; 0138.04.0001/249 ; 0138.04.0001/73 ; 0138.04.0001/198
"Concours pour la décoration des panneaux de la cage de l'escalier du Palais fédéral de justice, à Lausanne, jugement",,,,,,Lausanne,,Suisse,6.1892,,,"Voir SBZ 1892 vol. XIX. p.13,179 et BTSR 1906 p. 219 et 1927 p.74, articles de Benjamin Recordon. Vingt-quatre projets remis.  1er prix 3'000.-  2e prix 1'000.-  3e prix 500.-  Une mention honorable  Paul Robert n'est pas mentionné dans l'article de Recordon comme participant au concours; le Département fédéral de l'Intérieur lui confie le travail (apparemment plusieurs phases entre le concours et cette décision) ","Wieland, Hans;Sandreuter, Hans;Balmer, Aloys;Biéler, Ernest;Ravel, Edouard",2e prix;3e prix;1er  prix;Concurrent;Mention honorable,,
"Concours pour une synagoge à La Chaux-de-Fonds, jugement",,"Parc 63, rue du",,,,La Chaux-de-Fonds,,Neuchâtel,6.1892,,,"Pas d'extrait de rapport du jury. Voir SBZ vol. XIX p.91 et INSA, La Chaux-de-Fonds p.193. Quatorze projets remis.  1er prix 1'300.-  2e prix 1'000.-  3e prix 500.-  Schaltenbrand n'est pas chargé de l'exécution et Kuder sera l'auteur du projet tandis que Clerc est responsable de la réalisation","Kuder, Richard;Clerc, Gustave;Schaltenbrand, Eugène",2e prix;3e prix;1er  prix,,
"Concours (2e degré) pour l'Université californienne à Berkeley près de San Francisco, jugement",,,,,,San Francisco,,Etats-Unis,6.1899,1899,,"Pas d'extrait de rapport du jury dans la SBZ, articles 1899 vol. XXXIV p.169, 191 et 1900 vol. XXXV p.35","Bluntschli, Friedrich;Bénard, Emile",Juré;1er  prix,,
"Concours pour un viaduc métallique sur la Baye de Clarens à Brent (Vaud), jugement",,,,,,Montreux (Châtelard),,Vaud,6.1899,,,Pas d'extrait du rapport du jury ni d'indication du nombre de projets remis dans la SBZ. Pas de premier prix. Trois 2e prix ex aequo 600.- (Probst; Maillart/Pfleghard; Duvillard)  3e prix 400.-  4e prix 350.- 5e prix 250.-  6e prix 200.-,"Ateliers de constructions mécaniques de Vevey ACMV;Paccanari;Ciappi;Kinkel;Maillart, Robert;Probst, Eugen 2;Pfleghard, Otto;Duvillard",6e prix;3e prix;5e prix;6e prix;2e prix ex aequo;2e prix ex aequo;Juré;Mention spéciale,,
Concours pour la reconstruction de l'Asile Recordon à Lausanne,,,,,,Lausanne,,Suisse,6.1903,01.11.1903,,Ouvert par le Conseil d'Administration de l'Asile des Aveugles.,"Haller de;Constançon;Carrard, Jules;Rouge, Georges;Falconnier, Gustave",Juré;Juré;Membre commission;Juré;Concurrent,,
Concours pour une école à St. Jean,,,,,,Genève (Petit-Saconnex),,Suisse,6.1912,1912,,"Ouvert par la commune du Petit-Saconnex, voir BTSR 1915 p.256",,,,
"Concours pour l'aménagement de l'Eierbrecht, à Zürich, jugement",,,,,,Zürich,,Zurich,6.1913,,,"Pas d'indication d'ouverture ni de composition du jury et de date de rendu dans le BTSR (voir SBZ).  Pas de premier prix.  2e prix 3'400.-  Trois 3e prix ex aequo chacun 2'200.- (Maurer/Huftlegger, Pfleghard/Häfeli/Jegher, Pfister & Pfister)  ","Béguelin, Ch +;Schwegler, W +;Haefeli, Max &;Pfleghard, Otto &;Pfister, Werner &;Pfister, Otto &;Jegher, C +;Maurer, J +;Huftlegger, E +",2e prix;3e prix;2e prix ex aequo;2e prix ex aequo;2e prix;1er rang;3e prix ex aequo;3e prix ex aequo;3e prix ex aequo,,
